"ensembl_gene_id","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC100126971",NA,260.336330341696,-0.298599820566841,0.622004190035907,-0.480060786326219,0.631184170630516,0.999937202399348
"LOC100127010",NA,81.8266520069531,-4.4705511825028,1.68160991754305,-2.65849477685918,0.00784905672464933,0.298966217855516
"LOC100127013",NA,1974.8058042485,-0.0460947952452643,0.543086298706252,-0.0848756364413391,0.932360261182838,0.999937202399348
"LOC100127014",NA,3364.4912829246,-1.45620182116823,3.36885537109005,-0.432254181543286,0.665556684056568,0.999937202399348
"LOC100127507",NA,24713.0850883282,-0.450967037358777,0.611797840835227,-0.737117732784275,0.461050756296058,0.999937202399348
"LOC100127508",NA,455.466014709308,-0.274715624190986,0.61383567485517,-0.447539358568242,0.654485676615068,0.999937202399348
"LOC100127509",NA,377.917134775558,-0.85463183264713,0.582058055710467,-1.46829310970356,0.142024621763863,0.999937202399348
"LOC100127510",NA,1777.28912999724,-2.38077488041691,1.03022951633972,-2.31091697787452,0.0208374410914125,0.487550324965226
"LOC100127519",NA,24.3559144154647,-2.11905661228545,1.70270493022537,-1.24452368385694,0.213306888269599,0.999937202399348
"LOC100127527",NA,120.949638273367,0.669722815145731,0.998145400045895,0.670967190867119,0.502241430715592,0.999937202399348
"LOC100127531",NA,1304.0209054656,0.452517874685,0.579084483500355,0.781436711876122,0.434545686062125,0.999937202399348
"LOC100127532",NA,940.252733660222,-0.599991581598126,0.799728705578114,-0.750243898228462,0.453107824417095,0.999937202399348
"LOC100127534",NA,735.396149032004,-0.176823925346064,0.554767125100547,-0.318735406886296,0.749927163076535,0.999937202399348
"LOC100127535",NA,6276.52664902775,-0.295212338462254,0.821514822523851,-0.359351201424833,0.719332375532156,0.999937202399348
"LOC100127538",NA,22.6724739190705,1.43514026273988,1.12108760067741,1.28013213407472,0.200498668963657,0.999937202399348
"LOC100127539",NA,196.978749793411,-2.97767934814398,1.64166175860407,-1.81382025410396,0.069705403210883,0.837151627804054
"LOC100127541",NA,6852.87459274231,-0.817584480413574,0.792845375920696,-1.0312029372236,0.302445663555098,0.999937202399348
"LOC100135421",NA,662.543328806102,0.429821931143221,0.566801324164623,0.75832908784522,0.448253997921001,0.999937202399348
"LOC100135422",NA,1830.85855356717,-0.65789588540949,0.595206577414566,-1.1053236143109,0.26901938916076,0.999937202399348
"LOC100136826",NA,559.937939682992,0.0738745928556845,0.595947776655616,0.123961521041759,0.901345741772667,0.999937202399348
"LOC100136827",NA,499.648305054407,0.183337127930129,0.633365686745254,0.289464888557925,0.77222564519534,0.999937202399348
"LOC100136828",NA,1269.9002409411,-0.318042966425764,0.771653223043345,-0.412157892856879,0.680223697754001,0.999937202399348
"LOC100136879",NA,2112.25014366514,-0.994324393201277,0.815617998983212,-1.21910550581381,0.222804150445462,0.999937202399348
"LOC100136880",NA,2069.47058797939,-0.840799163777088,0.628001419621239,-1.338849145093,0.180619788060908,0.999937202399348
"LOC100136881",NA,441.741042476947,0.705796573129966,0.569334336670554,1.23968734655535,0.21509105912281,0.999937202399348
"LOC100136882",NA,3974.7088466483,0.00191011722138871,0.725727692447497,0.00263200266610592,0.997899968133362,0.999937202399348
"LOC100136885",NA,3257.6516014403,1.41343002661912,0.909568673020228,1.55395636255349,0.120194825934589,0.999937202399348
"LOC100141385",NA,1302.38029276721,0.793398814581252,0.541047861686077,1.46641151507146,0.142536211147397,0.999937202399348
"LOC100144300",NA,151.565431141123,-1.16177857456953,0.713611276342771,-1.62802720904804,0.103519116508905,0.958733809790168
"LOC100144301",NA,395.225885629416,1.07601525580798,0.58220198665704,1.84818204071473,0.0645760125752522,0.813980117621645
"LOC100147731",NA,1915.55827462337,0.752132049990555,0.640511618809092,1.17426761342597,0.240287851265082,0.999937202399348
"LOC100147733",NA,3541.60205726455,1.94670017428243,0.802803570568484,2.42487732447917,0.0153135604527822,0.416951827571149
"LOC100147734",NA,9578.061745225,0.257999975074746,0.591773952001729,0.435977241313237,0.66285324198557,0.999937202399348
"LOC100147735",NA,10752.0375013055,0.614981557603357,0.570855910440935,1.07729734659021,0.281347447337295,0.999937202399348
"LOC100147736",NA,172.407945742769,0.0276483138425527,0.87717322009297,0.0315197878927748,0.974855011528054,0.999937202399348
"LOC100147737",NA,517.66349872097,-3.17862059648446,1.2019170277521,-2.64462564643861,0.00817813380811276,0.305057063106409
"LOC100158226",NA,28.5300101875585,-3.06705782453934,1.22874154999,-2.49609677850017,0.0125568337722829,0.375988003297381
"LOC100158231",NA,361.730846845282,0.767771789347163,0.794158461335673,0.966774046650424,0.333657001364827,0.999937202399348
"LOC100170234",NA,573.194620370378,-0.73083142589661,0.643437024123165,-1.13582432856198,0.256030093005771,0.999937202399348
"LOC100170236",NA,1803.7723411399,0.187420796650592,0.606565216475604,0.308987049635957,0.75733137802865,0.999937202399348
"LOC100170237",NA,17410.2743711541,1.08621370746785,0.631416017700659,1.72028215474065,0.0853811656426231,0.893824624639648
"LOC100170238",NA,1100.98214596932,0.00667928881334933,0.65690666677387,0.0101677896589967,0.991887417398971,0.999937202399348
"LOC100170239",NA,1545.85734675549,-0.315090881354698,0.580511854823919,-0.542781131403891,0.587280506048466,0.999937202399348
"LOC100170241",NA,277.584062732839,1.15279050111574,0.752398897123287,1.53215336375864,0.125484593808212,0.999937202399348
"LOC100170242",NA,36.7600962640179,1.35673658866651,0.930481682894813,1.45810133999154,0.144812612108026,0.999937202399348
"LOC100170243",NA,63.9150654046003,1.23890890422943,0.947433492401399,1.30764735906607,0.190992945742507,0.999937202399348
"LOC100170244",NA,46.3575293840321,-0.0478459478729326,0.916366117854214,-0.0522126985499746,0.958359214756216,0.999937202399348
"LOC100170245",NA,530.856343203556,0.579815325567323,0.672667849558967,0.861963784871653,0.388707446897022,0.999937202399348
"LOC100170246",NA,397.671405521534,-0.363019629323034,0.643227063854817,-0.564372442831434,0.572500689090396,0.999937202399348
"LOC100170248",NA,1380.87744509226,-0.0730129168626354,0.596588309103114,-0.122384089243049,0.90259483872988,0.999937202399348
"LOC100170249",NA,253.153956784442,-0.432707580232618,0.760365767900481,-0.569078196967505,0.569303073925217,0.999937202399348
"LOC100170250",NA,314.475892790927,-0.198386993682895,0.809073890704545,-0.2452025655038,0.806299590032281,0.999937202399348
"LOC100170665",NA,189.452702572503,-1.346798029816,0.721325382840176,-1.8671158146592,0.0618854164041589,0.804165924765227
"LOC100174971",NA,300.773249571902,-1.17980128710749,0.59457730796808,-1.98426894416701,0.0472258663117898,0.722365765453038
"LOC100174972",NA,385.7980204617,1.11226708494327,0.722769755384987,1.53889544582675,0.123829823174018,0.999937202399348
"LOC100191140",NA,1118.63097987128,0.486522037614827,0.886561308879875,0.548774272846988,0.583160368002571,0.999937202399348
"LOC100191142",NA,240.256633496474,0.584976535085774,0.788544110031584,0.741843769605157,0.458181997948094,0.999937202399348
"LOC100191143",NA,193.942700951606,0.211918607249525,0.640082968856081,0.331079903013594,0.740584131475628,0.999937202399348
"LOC100191145",NA,149.501949584294,0.930200232066592,0.864581383233666,1.0758966710427,0.281973470914601,0.999937202399348
"LOC100191146",NA,535.790995442038,1.07914789332667,0.641826061055373,1.68137126054401,0.0926908242143413,0.920939350990086
"LOC100191147",NA,2927.45351705912,-0.416662127145968,0.701741970397062,-0.59375403598877,0.552676635734251,0.999937202399348
"LOC100191148",NA,81.8102260764823,0.00612670790443712,0.811763025933998,0.00754740941469692,0.993978095725355,0.999937202399348
"LOC100191149",NA,681.402846425204,-0.302129896258169,0.645206182297919,-0.468268755860531,0.639592408803568,0.999937202399348
"LOC100191150",NA,560.305692549169,-0.120576849104674,0.583553812123818,-0.206625073128799,0.836302677280683,0.999937202399348
"LOC100191151",NA,771.617214349398,-1.79832788514459,0.793973276422189,-2.26497281274785,0.0235143479324612,0.519435277539023
"LOC100191152",NA,531.577283262145,-0.0895705972520372,0.608483915655724,-0.147202900434127,0.882971871323341,0.999937202399348
"LOC100191154",NA,275.901024223446,0.399779759889317,0.626138885698934,0.638484159058511,0.523158562568037,0.999937202399348
"LOC100191155",NA,621.963382584589,-0.568084034628377,0.583803805566879,-0.973073538081448,0.330516754636308,0.999937202399348
"LOC100191156",NA,152.128981510153,0.499528998488914,0.648079464119852,0.770783563042408,0.440835231544929,0.999937202399348
"LOC100191157",NA,177.543325640973,-2.87001135603664,0.979821036858267,-2.92911791855291,0.00339925439436789,0.173565766342641
"LOC100191158",NA,2313.07575638143,-0.0767122053958194,0.648439204768522,-0.118302849105498,0.905827699994703,0.999937202399348
"LOC100191159",NA,994.87903548712,-0.0140061337617596,0.59610773541827,-0.0234959772027316,0.981254647327683,0.999937202399348
"LOC100191161",NA,24.6295479277298,2.14240704122358,1.05739774203367,2.02611274457909,0.0427532323810441,0.6932991803939
"LOC100191162",NA,290.317503337274,-0.832475940177685,0.984085266836174,-0.845938830945095,0.397586868851676,0.999937202399348
"LOC100191163",NA,189.405957760706,0.36396220945227,0.624070509799982,0.58320687123787,0.559754046113106,0.999937202399348
"LOC100191164",NA,142.900913230248,0.00612143876371974,0.649431098652213,0.0094258479096917,0.992479372844249,0.999937202399348
"LOC100191165",NA,81.9157684297568,-0.937864113153458,0.784858321924845,-1.19494702031492,0.232107730170694,0.999937202399348
"LOC100191166",NA,117.587445483427,-0.00228238747198692,0.830342888508509,-0.0027487288728234,0.997806834432289,0.999937202399348
"LOC100191167",NA,452.750892058091,-1.03952957940186,0.649862603503464,-1.59961440125599,0.109684151659365,0.975452725272721
"LOC100191168",NA,76.1360379735296,0.291319841864318,0.919782344572407,0.31672693391364,0.751450809867835,0.999937202399348
"LOC100191169",NA,150.510877898262,1.29774303262507,0.698094973071124,1.858977764753,0.0630302901641047,0.806930387437484
"LOC100191170",NA,346.503725187863,-0.694518395058613,0.604136686404537,-1.14960473463708,0.250306707224206,0.999937202399348
"LOC100191171",NA,257.291345036508,0.582842677120199,0.70198658095507,0.830276094917979,0.406382700523041,0.999937202399348
"LOC100191172",NA,81.6130343745096,0.592160515825605,0.78426095245758,0.755055462049967,0.450215704962128,0.999937202399348
"LOC100191173",NA,32.1836203958337,-0.0887190167831454,1.20193788564613,-0.0738133125202662,0.941158934064069,0.999937202399348
"LOC100191174",NA,282.982193803708,-0.438420807193251,0.597750819076108,-0.733450784510643,0.463283534636494,0.999937202399348
"LOC100191176",NA,1750.87993753377,0.315761077343899,0.632150255263068,0.499503203099231,0.617424930813711,0.999937202399348
"LOC100191177",NA,132.029626806967,0.571666396232169,0.684686995716219,0.83493099738834,0.403756560761243,0.999937202399348
"LOC100191179",NA,516.483730972948,-0.437508191234568,0.558995291229095,-0.782668831203557,0.433821610068724,0.999937202399348
"LOC100191181",NA,399.776072221591,0.211553316583505,0.719589802583144,0.293991543271017,0.768764365471675,0.999937202399348
"LOC100191182",NA,65.555329608424,-0.198409716549211,1.36016164048309,-0.145872160075578,0.884022309511515,0.999937202399348
"LOC100191183",NA,62.8683604850852,2.01596973958413,0.90041047989797,2.23894521953206,0.0251594807267701,0.541106730943827
"LOC100191184",NA,865.582443562187,0.887831525629798,0.847012777927447,1.04819141902703,0.294550423262473,0.999937202399348
"LOC100191185",NA,97.6074096991491,0.219960638927599,0.824298748828071,0.266845775564167,0.789587907908662,0.999937202399348
"LOC100191187",NA,58.1735305513843,-0.425576711646012,0.867946265799268,-0.49032610475501,0.623903157481794,0.999937202399348
"LOC100191188",NA,1038.5930790197,-0.119363847623728,0.638017206158001,-0.18708562476318,0.851593498941984,0.999937202399348
"LOC100191189",NA,933.257314649044,-0.167606809848005,0.643599331507787,-0.260421044029591,0.794539012022637,0.999937202399348
"LOC100191190",NA,197.979052449804,0.0508559102893077,0.713663884498176,0.0712603109026146,0.943190582202637,0.999937202399348
"LOC100191191",NA,1135.96658759674,-0.475646366282256,0.566365824377304,-0.839821800344697,0.401008308339634,0.999937202399348
"LOC100191192",NA,1355.07446394823,0.500609308665416,0.649110431411206,0.771223638444788,0.440574385217746,0.999937202399348
"LOC100191193",NA,799.668749029097,-0.0467274551865116,0.789841294535319,-0.0591605623937431,0.952824221246649,0.999937202399348
"LOC100191194",NA,186.583067255423,0.500442026020356,0.802159413387223,0.623868544915748,0.532713919361283,0.999937202399348
"LOC100191195",NA,483.076456473111,-0.132329304538778,0.645063738394847,-0.20514144054673,0.837461619987318,0.999937202399348
"LOC100191196",NA,477.561417309686,-0.849220038395138,0.683339304697117,-1.24275017192454,0.213959909288614,0.999937202399348
